-0.00105	6.490632057	-0.078714222	786.8786687
-0.00315	6.490632057	-0.0783628	786.7118155
-0.00105	6.471730232	-0.078714222	786.8759731
-0.00525	6.490632057	-0.078011386	786.6679673
-0.00315	6.471730232	-0.0783628	786.7053622
-0.00105	6.452494144	-0.078714222	787.2429509
-0.00735	6.490632057	-0.077659965	786.7009887
-0.00525	6.471730232	-0.078011379	786.6795032
-0.00315	6.452493668	-0.0783628	787.0715012
-0.00105	6.432917118	-0.078714222	787.4058987
-0.00945	6.490632057	-0.077308543	786.8046116
-0.00735	6.471730232	-0.077659965	786.7171495
-0.00525	6.452493668	-0.078011379	787.0383553
-0.00315	6.432917118	-0.0783628	787.2385749
-0.00105	6.412993431	-0.078714222	787.4168538
-0.01155	6.490632057	-0.076957121	787.0540984
-0.00945	6.471730232	-0.077308543	786.8356616
-0.00735	6.452493668	-0.077659965	787.0599789
-0.00525	6.432917118	-0.078011379	787.2148416
-0.00315	6.412993431	-0.0783628	787.2473067
-0.00105	6.392717361	-0.078714222	787.75205
-0.01365	6.490632057	-0.076605707	787.2474938
-0.01155	6.471730232	-0.076957121	787.1052645
-0.00945	6.452493668	-0.077308543	787.1666341
-0.00735	6.432917118	-0.077659965	787.2390967
-0.00525	6.412993431	-0.078011379	787.2160075
-0.00315	6.392717361	-0.0783628	787.5758738
-0.00105	6.372082233	-0.078714222	787.8154994
-0.01575	6.490632057	-0.076254286	787.519838
-0.01365	6.471730232	-0.0766057	787.3218201
-0.01155	6.452493668	-0.076957121	787.4376451
-0.00945	6.432917118	-0.077308543	787.3395434
-0.00735	6.412993431	-0.077659965	787.2602567
-0.00525	6.392717361	-0.078011379	787.5417631
-0.00315	6.372081757	-0.0783628	787.6486043
-0.00105	6.351081371	-0.078714222	789.2708154
-0.01785	6.490632057	-0.075902864	787.6710849
-0.01575	6.471730232	-0.076254286	787.6114927
-0.01365	6.452493668	-0.0766057	787.6571484
-0.01155	6.432917118	-0.076957121	787.6091442
-0.00945	6.412993431	-0.077308543	787.3719925
-0.00735	6.392717361	-0.077659965	787.5631316
-0.00525	6.372081757	-0.078011379	787.6089645
-0.00315	6.351082325	-0.0783628	789.090259
-0.00105	6.329710007	-0.078714222	789.5109055
-0.019950001	6.490632057	-0.075551443	787.7800827
-0.01785	6.471730232	-0.075902864	787.7852755
