-0.00105	6.490632057	-0.078714222	472.1272012
-0.00315	6.490632057	-0.0783628	472.0270893
-0.00105	6.471730232	-0.078714222	472.1255839
-0.00525	6.490632057	-0.078011386	472.0007804
-0.00315	6.471730232	-0.0783628	472.0232173
-0.00105	6.452494144	-0.078714222	472.3457705
-0.00735	6.490632057	-0.077659965	472.0205932
-0.00525	6.471730232	-0.078011379	472.0077019
-0.00315	6.452493668	-0.0783628	472.2429007
-0.00105	6.432917118	-0.078714222	472.4435392
-0.00945	6.490632057	-0.077308543	472.082767
-0.00735	6.471730232	-0.077659965	472.0302897
-0.00525	6.452493668	-0.078011379	472.2230132
-0.00315	6.432917118	-0.0783628	472.3431449
-0.00105	6.412993431	-0.078714222	472.4501123
-0.01155	6.490632057	-0.076957121	472.232459
-0.00945	6.471730232	-0.077308543	472.101397
-0.00735	6.452493668	-0.077659965	472.2359873
-0.00525	6.432917118	-0.078011379	472.328905
-0.00315	6.412993431	-0.0783628	472.348384
-0.00105	6.392717361	-0.078714222	472.65123
-0.01365	6.490632057	-0.076605707	472.3484963
-0.01155	6.471730232	-0.076957121	472.2631587
-0.00945	6.452493668	-0.077308543	472.2999805
-0.00735	6.432917118	-0.077659965	472.343458
-0.00525	6.412993431	-0.078011379	472.3296045
-0.00315	6.392717361	-0.0783628	472.5455243
-0.00105	6.372082233	-0.078714222	472.6892996
-0.01575	6.490632057	-0.076254286	472.5119028
-0.01365	6.471730232	-0.0766057	472.3930921
-0.01155	6.452493668	-0.076957121	472.4625871
-0.00945	6.432917118	-0.077308543	472.403726
-0.00735	6.412993431	-0.077659965	472.356154
-0.00525	6.392717361	-0.078011379	472.5250579
-0.00315	6.372081757	-0.0783628	472.5891626
-0.00105	6.351081371	-0.078714222	473.5624892
-0.01785	6.490632057	-0.075902864	472.6026509
-0.01575	6.471730232	-0.076254286	472.5668956
-0.01365	6.452493668	-0.0766057	472.594289
-0.01155	6.432917118	-0.076957121	472.5654865
-0.00945	6.412993431	-0.077308543	472.4231955
-0.00735	6.392717361	-0.077659965	472.537879
-0.00525	6.372081757	-0.078011379	472.5653787
-0.00315	6.351082325	-0.0783628	473.4541554
-0.00105	6.329710007	-0.078714222	473.7065433
-0.019950001	6.490632057	-0.075551443	472.6680496
-0.01785	6.471730232	-0.075902864	472.6711653
-0.01575	6.452493668	-0.076254286	472.765227
-0.01365	6.432917118	-0.0766057	472.6936654
-0.01155	6.412993431	-0.076957121	472.5745684
-0.00945	6.392717361	-0.077308543	472.6100137
-0.00735	6.372081757	-0.077659965	472.5906368
-0.00525	6.351082325	-0.078011379	473.4344269
-0.00315	6.32970953	-0.0783628	473.6049281
-0.00105	6.30795908	-0.078714222	473.7305577
-0.022050001	6.490632057	-0.075200029	472.7353932
-0.019950001	6.471730232	-0.075551443	472.7495894
-0.01785	6.452493668	-0.075902864	472.8786073
-0.01575	6.432917118	-0.076254286	472.8659484
-0.01365	6.412993431	-0.0766057	472.6897162
-0.01155	6.392717361	-0.076957121	472.7755568
-0.00945	6.372081757	-0.077308543	472.6582646
-0.00735	6.351082325	-0.077659965	473.4474151
-0.00525	6.32970953	-0.078011379	473.5894174
-0.00315	6.307958603	-0.0783628	473.6264967
-0.00105	6.285823345	-0.078714222	474.7376597
-0.024150001	6.490632057	-0.074848607	472.7897742
-0.022050001	6.471730232	-0.075200021	472.8281001
-0.019950001	6.452493668	-0.075551443	472.9570627
-0.01785	6.432917118	-0.075902864	472.9753867
-0.01575	6.412993431	-0.076254286	472.8548216
-0.01365	6.392717361	-0.0766057	472.9054885
