-0.00105	6.490632057	-0.078714222	300
-0.00315	6.490632057	-0.0783628	300
-0.00105	6.471730232	-0.078714222	300
-0.00525	6.490632057	-0.078011386	300
-0.00315	6.471730232	-0.0783628	300
-0.00105	6.452494144	-0.078714222	300
-0.00735	6.490632057	-0.077659965	300
-0.00525	6.471730232	-0.078011379	300
-0.00315	6.452493668	-0.0783628	300
-0.00105	6.432917118	-0.078714222	300
-0.00945	6.490632057	-0.077308543	300
-0.00735	6.471730232	-0.077659965	300
-0.00525	6.452493668	-0.078011379	300
-0.00315	6.432917118	-0.0783628	300
-0.00105	6.412993431	-0.078714222	300
-0.01155	6.490632057	-0.076957121	300
-0.00945	6.471730232	-0.077308543	300
-0.00735	6.452493668	-0.077659965	300
-0.00525	6.432917118	-0.078011379	300
-0.00315	6.412993431	-0.0783628	300
-0.00105	6.392717361	-0.078714222	300
-0.01365	6.490632057	-0.076605707	300
-0.01155	6.471730232	-0.076957121	300
-0.00945	6.452493668	-0.077308543	300
-0.00735	6.432917118	-0.077659965	300
-0.00525	6.412993431	-0.078011379	300
-0.00315	6.392717361	-0.0783628	300
-0.00105	6.372082233	-0.078714222	300
-0.01575	6.490632057	-0.076254286	300
-0.01365	6.471730232	-0.0766057	300
-0.01155	6.452493668	-0.076957121	300
-0.00945	6.432917118	-0.077308543	300
-0.00735	6.412993431	-0.077659965	300
-0.00525	6.392717361	-0.078011379	300
-0.00315	6.372081757	-0.0783628	300
-0.00105	6.351081371	-0.078714222	300
-0.01785	6.490632057	-0.075902864	300
-0.01575	6.471730232	-0.076254286	300
-0.01365	6.452493668	-0.0766057	300
-0.01155	6.432917118	-0.076957121	300
-0.00945	6.412993431	-0.077308543	300
-0.00735	6.392717361	-0.077659965	300
-0.00525	6.372081757	-0.078011379	300
-0.00315	6.351082325	-0.0783628	300
-0.00105	6.329710007	-0.078714222	300
-0.019950001	6.490632057	-0.075551443	300
-0.01785	6.471730232	-0.075902864	300
-0.01575	6.452493668	-0.076254286	300
-0.01365	6.432917118	-0.0766057	300
-0.01155	6.412993431	-0.076957121	300
-0.00945	6.392717361	-0.077308543	300
-0.00735	6.372081757	-0.077659965	300
-0.00525	6.351082325	-0.078011379	300
-0.00315	6.32970953	-0.0783628	300
-0.00105	6.30795908	-0.078714222	300
-0.022050001	6.490632057	-0.075200029	300
-0.019950001	6.471730232	-0.075551443	300
-0.01785	6.452493668	-0.075902864	300
-0.01575	6.432917118	-0.076254286	300
-0.01365	6.412993431	-0.0766057	300
-0.01155	6.392717361	-0.076957121	300
-0.00945	6.372081757	-0.077308543	300
-0.00735	6.351082325	-0.077659965	300
-0.00525	6.32970953	-0.078011379	300
-0.00315	6.307958603	-0.0783628	300
-0.00105	6.285823345	-0.078714222	300
-0.024150001	6.490632057	-0.074848607	300
-0.022050001	6.471730232	-0.075200021	300
-0.019950001	6.452493668	-0.075551443	300
-0.01785	6.432917118	-0.075902864	300
-0.01575	6.412993431	-0.076254286	300
-0.01365	6.392717361	-0.0766057	300
-0.01155	6.372081757	-0.076957121	300
-0.00945	6.351082325	-0.077308543	300
-0.00735	6.32970953	-0.077659965	300
-0.00525	6.307958603	-0.078011379	300
-0.00315	6.285823345	-0.0783628	300
-0.00105	6.263296127	-0.078714222	300
-0.026249999	6.490632057	-0.074497186	300
-0.024150001	6.471730232	-0.074848607	300
-0.022050001	6.452493668	-0.075200021	300
-0.019950001	6.432917118	-0.075551443	300
-0.01785	6.412993431	-0.075902864	300
-0.01575	6.392717361	-0.076254286	300
-0.01365	6.372081757	-0.0766057	300
-0.01155	6.351082325	-0.076957121	300
-0.00945	6.32970953	-0.077308543	300
-0.00735	6.307958603	-0.077659965	300
-0.00525	6.285823345	-0.078011379	300
-0.00315	6.263296127	-0.0783628	300
-0.00105	6.240369797	-0.078714222	300
-0.028349999	6.490632057	-0.074145772	300
-0.026249999	6.471730232	-0.074497186	300
-0.024150001	6.452493668	-0.074848607	300
-0.022050001	6.432917118	-0.075200021	300
-0.019950001	6.412993431	-0.075551443	300
-0.01785	6.392717361	-0.075902864	300
-0.01575	6.372081757	-0.076254286	300
-0.01365	6.351082325	-0.0766057	300
-0.01155	6.32970953	-0.076957121	300
